matcher,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121
103,0.013595302619692865,0.33368421052631586,0.1147259831751886,0.05925559444932086,0.1087671561151966,0.997509589282559,0.6999999999999998,0.3148148148148148,16.925925925925927,2.9810920301958164,1.9632232475411933,16.106977030238312,2.054963920999847,9.9,3.298769141892791,5.4359911699707535,4.0,27948.0,17.0,184924.200000001,209350.0475267321,111.16666666666667,0.0,0.0,1279.0,1023.0,1.1320857277021124,751.0895964457608,633.60362828582,32.0,33.0,2.0,0.9121212121212121,1.0,0.0,22.545454545454547,117.0,0.0,0.5011382699012756,0.1892850697040558,0.46441951394081116,0.2116210162639618,0.525039792060852,0.2654600441455841,0.5158702731132507,0.36211103200912476,0.5061966776847839,0.04122481495141983,0.4744710326194763,0.4687153398990631,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5075985193252563,0.2788556218147278,0.0019118248019367456,0.2501105070114136,0.5554438233375549,0.3903091251850128,0.6062700152397156,0.24225454032421112,0.6434095501899719,0.35870522260665894,0.5473700761795044,0.4363826811313629,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5110761523246765,0.3291092813014984,0.4749266803264618,0.18480068445205688,0.506077229976654,0.38347887992858887,0.4863874018192291,0.13291844725608826,0.693014919757843,0.3806469440460205,0.5146450400352478,0.181247740983963,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
104,0.03324299909665763,0.6610526315789474,0.175321765446404,0.14859504308339075,0.16451185160723283,0.9929148530651317,4.199999999999999,0.6481481481481481,5.425925925925926,3.546022259507455,2.84531994930477,33.70231063992814,2.9862823155468465,15.0,4.286373050987538,8.396427811873332,4.9,19686.0,18.0,118148.40000000043,154652.60282284213,88.9907922827475,0.0,0.0,1279.0,1023.0,1.3089690831432468,757.3332215890043,686.23991507431,91.0,100.0,18.0,0.736,1.0,0.0,20.94,155.0,0.0,0.5014855265617371,0.17667311429977417,0.4649922549724579,0.21364237368106842,0.5199658274650574,0.2461051493883133,0.4628466069698334,0.3904939889907837,0.3504405617713928,0.08890882134437561,0.48038941621780396,0.1524645984172821,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5075328350067139,0.2695753872394562,0.0018787706503644586,0.25106462836265564,0.546924352645874,0.3974413275718689,0.6017343997955322,0.2546071708202362,0.6425145864486694,0.3184891939163208,0.6687955260276794,0.12006927281618118,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5112292766571045,0.3265426754951477,0.46743667125701904,0.18523263931274414,0.5016961097717285,0.38864007592201233,0.48001566529273987,0.14385494589805603,0.4208800494670868,0.33607056736946106,0.45420023798942566,0.10865897685289383,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
105,0.016011743450767838,0.43473684210526314,0.12345684084465142,0.06324686310181342,0.0996075773059883,0.9949223719788237,1.5499999999999998,0.5370370370370371,11.62962962962963,3.6768184345729886,1.7786326021311065,10.752743762962812,1.0086074596411065,25.599999999999998,5.025932749251625,5.8576872569299905,2.0,24547.0,14.0,146345.40000000194,195195.11416920344,99.03212161269248,0.0,0.0,1279.0,1023.0,1.3337974010061187,745.2724738087192,513.910780669145,37.0,38.0,2.0,0.9328947368421053,1.0,0.0,7.421052631578948,55.0,0.0,0.5016555786132812,0.17903083562850952,0.46473005414009094,0.21282850205898285,0.5001786351203918,0.2147277593612671,0.35672324895858765,0.4135250151157379,0.7301740646362305,0.2059800624847412,0.48386505246162415,0.10644954442977905,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5073253512382507,0.27117544412612915,0.001888022175990045,0.2510102093219757,0.5151642560958862,0.3947146236896515,0.5666615962982178,0.2732110917568207,0.7613384127616882,0.32766708731651306,0.7033255696296692,0.09544571489095688,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5111375451087952,0.3271596133708954,0.4616571068763733,0.18540401756763458,0.4995536506175995,0.38879331946372986,0.4593157172203064,0.1761804223060608,0.832533597946167,0.37972936034202576,0.4585910439491272,0.07822311669588089,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
106,0.016978319783197828,0.4451578947368421,0.12638015835598493,0.07325418607804189,0.11192302793706163,0.9892789258648796,2.41,0.4444444444444444,12.11111111111111,3.6159353223151545,1.8822327813074797,15.913261102799032,2.1541825254313363,19.39,4.477944464435601,6.000008333327546,2.5,26296.0,18.0,131788.20000000298,239702.01790383822,139.44184371191375,0.0,0.0,1279.0,1023.0,1.81884279399698,735.0978005372733,596.9172263263936,41.0,45.0,8.0,0.8353333333333334,1.0,0.0,14.555555555555555,53.0,0.0,0.5012571215629578,0.1869301050901413,0.4642438590526581,0.2107597291469574,0.5220270156860352,0.2517353296279907,0.46095010638237,0.3911915719509125,0.5270138382911682,0.1355610191822052,0.47075533866882324,0.12293548136949539,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5074597597122192,0.2787894308567047,0.0019352748058736324,0.2483539581298828,0.5471760034561157,0.395626425743103,0.6013906002044678,0.25524523854255676,0.7331464290618896,0.31558313965797424,0.6765251159667969,0.10947142541408539,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5109614729881287,0.3288846015930176,0.47072461247444153,0.18343612551689148,0.5016846060752869,0.3881640136241913,0.4808100461959839,0.14404946565628052,0.8152854442596436,0.3761870861053467,0.4617195725440979,0.0813271701335907,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
11,0.018970189701897018,0.4010526315789473,0.1150060915721395,0.11466805622235128,0.10008790837117877,0.9395257369398353,18.600000000000005,0.037037037037037035,7.074074074074074,3.0583609742022504,2.155581453707348,12.633585828834907,2.5388250703883175,16.599999999999998,3.387323367390569,5.484523680320835,4.3,16492.0,15.0,98895.00000000055,130918.8445286176,82.17820810602497,0.0,0.0,1279.0,1023.0,1.3238166189252931,814.4884086444008,699.6429600523903,63.0,64.0,2.0,0.65625,1.0,0.0,59.125,175.0,0.0,0.5013299584388733,0.19063976407051086,0.4641721248626709,0.2088620960712433,0.38995361328125,0.03572005778551102,0.5356624722480774,0.353146493434906,0.020074719563126564,0.0037255932111293077,0.3564368188381195,0.4166466295719147,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5071905255317688,0.2820594608783722,0.0019500608323141932,0.2495425045490265,0.5149317979812622,0.1253466010093689,0.6035170555114746,0.2871704399585724,0.05458987504243851,0.053515300154685974,0.4813231825828552,0.3912109136581421,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5105577111244202,0.33007147908210754,0.4657513201236725,0.1838325411081314,0.49481847882270813,0.24986185133457184,0.4002533555030823,0.17091451585292816,0.07626726478338242,0.07907886058092117,0.0584116205573082,0.4413250982761383,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
111,0.058437217705510386,2.5103157894736845,2.1274035551648685,0.06674508080541831,2.103952424123767,0.23061635423757362,-96.78000000000002,0.2962962962962963,11.907407407407407,98.98907241938097,2.122857792319482,116.74264543064102,2.1541825254313363,105.58,100.02624008142419,100.1388206441438,100.0,24857.0,14.0,141024.60000000143,176518.16024463094,73.40905181848414,0.0,0.0,1279.0,1023.0,1.2516834668889623,756.4312703026159,561.5253034706788,36.0,40.0,6.0,3.2345000000000006,100.0,0.0,20.3,81.0,0.0,0.49930325150489807,0.12775306403636932,0.45989465713500977,0.24423767626285553,0.5243714451789856,0.295929878950119,0.5235984921455383,0.36143553256988525,0.2115354984998703,0.02181265875697136,0.474506139755249,0.40243735909461975,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5065121054649353,0.25066715478897095,0.002067581517621875,0.28782445192337036,0.5639851093292236,0.35696735978126526,0.605023980140686,0.23991283774375916,0.6141861081123352,0.3475765883922577,0.5451471209526062,0.409880667924881,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5129767060279846,0.31299880146980286,0.5193976163864136,0.20392465591430664,0.5057336688041687,0.38270509243011475,0.4822235107421875,0.1303352266550064,0.5171265602111816,0.3554628789424896,0.5207346081733704,0.2251492291688919,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
112,0.012646793134598013,0.3526315789473684,0.1102389000412677,0.0516693244869713,0.0970393090718836,0.9958549963878005,1.0,0.4444444444444444,17.0,3.4415727598591404,1.516496427050086,11.0449994343223,1.6136500093950783,17.7,4.189802748151816,5.221110992882645,2.0,31589.0,10.0,158608.7999999997,194401.59315546995,44.44347221158831,0.0,0.0,1279.0,1023.0,1.2256671329426256,771.2254467197079,653.9358940915612,33.0,38.0,10.0,0.7368421052631579,1.0,0.0,8.578947368421053,31.0,0.0,0.501178503036499,0.1918059140443802,0.4641475975513458,0.21108445525169373,0.524333655834198,0.29274141788482666,0.5418596267700195,0.3274654746055603,0.6304135322570801,0.044915828853845596,0.4814714789390564,0.42734816670417786,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5075085759162903,0.28050822019577026,0.001934399246238172,0.24921320378780365,0.568230926990509,0.30239444971084595,0.6062718033790588,0.2206159234046936,0.6490267515182495,0.3468798100948334,0.6083771586418152,0.41817495226860046,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.511101245880127,0.3293621838092804,0.4733169674873352,0.18379095196723938,0.5105395913124084,0.36542630195617676,0.4435262978076935,0.1297963261604309,0.6783625483512878,0.368049681186676,0.5210084319114685,0.1889146864414215,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
113,0.015221318879855467,0.4010526315789474,0.11763447119700093,0.0712174154819942,0.10627019126823575,0.9812551803487447,3.8999999999999995,0.2777777777777778,12.537037037037036,3.294645970074597,1.8772347878216886,16.67737081828212,2.120370467843046,16.6,3.996966582608084,5.58121850495033,3.0,25505.0,16.0,145168.20000000056,266618.58508472313,112.79984732062165,0.0,0.0,1279.0,1023.0,1.8366183853262774,797.6763125258371,629.3728813559322,38.0,41.0,6.0,0.8219512195121952,1.0,0.0,6.7317073170731705,35.0,0.0,0.5013436079025269,0.19127397239208221,0.4640209674835205,0.20972874760627747,0.525270402431488,0.3026323616504669,0.5400673747062683,0.33275672793388367,0.6045116186141968,0.15750323235988617,0.48955637216567993,0.10646216571331024,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5072811841964722,0.2811775505542755,0.0019421561155468225,0.2482338398694992,0.5706139206886292,0.3295316994190216,0.6086916923522949,0.2209070771932602,0.7615492343902588,0.3172164559364319,0.6926761865615845,0.10138177871704102,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5108866691589355,0.32965561747550964,0.4668952524662018,0.18353036046028137,0.5110636353492737,0.3688535690307617,0.46382206678390503,0.12416037917137146,0.8173397779464722,0.35896235704421997,0.4567141830921173,0.07188791036605835,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
114,0.013690153568202352,0.37589473684210517,0.10881465193514539,0.06920073636075379,0.09476751528039887,0.9924810143516773,4.71,0.2037037037037037,13.12962962962963,3.28269288804681,1.4420273384867563,11.712245976315812,1.5431429110429207,18.210000000000004,4.101045167982628,5.160436028089099,2.4000000000000004,37669.0,17.0,205100.40000000197,310855.7585859992,122.40018609281424,0.0,0.0,1279.0,1023.0,1.5156272663826897,751.2829300703172,617.2386357344554,43.0,55.0,20.0,0.5510909090909092,1.0,0.0,8.0,89.0,0.0,0.5016573667526245,0.1819121539592743,0.4644588530063629,0.21096046268939972,0.5070410370826721,0.21963056921958923,0.39738842844963074,0.3990882635116577,0.6770321130752563,0.1458401083946228,0.4541277587413788,0.29210034012794495,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5071422457695007,0.2755977213382721,0.0019256997620686889,0.2504406273365021,0.5286710858345032,0.40308624505996704,0.5905717611312866,0.2645179331302643,0.6870843172073364,0.34835198521614075,0.5969914793968201,0.3062325119972229,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5107768177986145,0.32840609550476074,0.46035894751548767,0.1846252828836441,0.5011526942253113,0.3890828788280487,0.4728171229362488,0.16137126088142395,0.7830080389976501,0.3937132954597473,0.48098117113113403,0.08602108806371689,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
115,0.014250225835591691,0.3742105263157896,0.11037610289293405,0.06956429372250897,0.09027703582324373,0.9723137818710716,6.450000000000001,0.2962962962962963,12.574074074074074,3.1270444536275663,1.6502190098984049,10.24131026601462,1.6474620669833686,22.350000000000005,4.330914856910189,5.236649692312825,2.0,18523.0,19.0,131815.80000000086,171697.25983730925,144.43347180545712,0.0,0.0,1279.0,1023.0,1.3025544725086684,769.4976969138646,561.0252187931828,41.0,42.0,2.0,0.7511904761904764,1.0,0.0,9.452380952380953,45.0,0.0,0.5014697909355164,0.19399507343769073,0.46377384662628174,0.20804113149642944,0.5153709650039673,0.26535263657569885,0.5406431555747986,0.3251611888408661,0.7006288766860962,0.19449293613433838,0.4715472161769867,0.11085884273052216,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.506955087184906,0.28483912348747253,0.001960648922249675,0.24818360805511475,0.5474571585655212,0.2509605586528778,0.5991939902305603,0.22895881533622742,0.7451865077018738,0.32501220703125,0.6904979348182678,0.10499243438243866,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.510650098323822,0.33079981803894043,0.46119046211242676,0.18374499678611755,0.5089805722236633,0.3679947853088379,0.42876431345939636,0.14295600354671478,0.8322905898094177,0.3804911673069,0.45823952555656433,0.07064678519964218,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
